证券代码,证券简称,股票英文简称,"注册资本
[单位] 元",公司中文名称,公司英文名称,"公司属性
[交易日期] 最新收盘日","企业规模
[交易日期] 最新收盘日",主营产品名称,主营产品类型,公司简介,经营范围,"所属Wind行业名称
","所属证监会行业名称
",所属申万行业名称,"所属中信行业名称
","总股本
[交易日期] 最新
[单位] 股","总市值1
[交易日期] 最新收盘日
[币种] 原始币种
[单位] 元",new
873339.BJ,恒太照明,EVER-TIE,"220,203,800.00",江苏恒太照明股份有限公司,"Jiangsu Ever-Tie Lighting Co., Ltd",民营企业,中型,LED HIGH BAY、LED LINEAR STRIP、LED PANEL、LED STRIP RETROFIT KIT、LED TROFFER、LED TROFFER RETROFIT KIT、LED VAPOR TIGHT、LED WRAP,照明用品,公司自2013年成立以来，就致力于LED灯具的研发、生产、销售。公司主营业务为LED照明产品生产、研发及销售，产品主要应用于办公照明、工业照明、住宅照明、商业照明。公司主要采用ODM和OEM的销售模式，为客户提供满意的产品和服务；公司高度重视产品质量管理，先后取得了UL、FCC、DLC等多个国际组织的认证。,研发、设计、生产销售照明灯具；从事上述产品和机电产品、消防设备、通讯器材的进出口、批发业务；照明工程安装。(不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请)(涉及前置许可经营的除外)(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,可选消费,制造业,家用电器,家电,"220,203,800.00","889,623,352.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将江苏恒太照明股份有限公司简称为恒太照明，请对其进行打分。近日，恒太照明连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
831832.BJ,科达自控,KEDA AUTOMATIION CONTROL,"77,280,000.00",山西科达自控股份有限公司,"Shanxi Keda Automatic Control Co., Ltd.",民营企业,大型,科达自控大型皮带机自动控制系统、科达自控掘进工作面远程监控系统、科达自控矿井主要通风机无人值守自动控制系统、科达自控矿井自动排水控制与水情预警系统、科达自控矿山井下智能交通管理系统、科达自控矿山综合自动化系统、科达自控矿用无线通讯系统、科达自控提升机自动控制系统、科达自控智能化综采工作面控制系统,专业咨询服务,公司成立于2000年10月。于2021年11月在北交所上市，是北交所第一批上市公司，也是北交所智慧矿山第一股。公司下设8个子公司，有五个高新技术企业。公司主营业务是应用工业互联网技术体系，向客户提供矿山数据监测与自动控制系统、市政数据远程监测系统、自动控制相关产品和365在现(线)自动化技术服务，解决客户对于生产过程中的智能化改造和自动化控制的需求，主要应用于智慧矿山、智慧市政等领域。公司获得国家教育部科学技术发明二等奖、国家民营科技贡献一等奖、山西省科技进步一等奖、山西省科技进步二等奖、山西省专利奖三等奖、中国煤炭工业科学技术二等奖、全国煤炭行业设备管理创新成果特等奖及煤炭行业两化深度融合优秀项目等科学技术奖项20余项；承担国家级科研项目、省级科研项目共30余项；参与制订行业标准2项、参与制订多个山西省地方标准。截至目前，已取得知识产权256项，其中发明专利18项，实用新型专利118项，软件著作权100余项。公司获评国家级智能制造试点示范单位、大数据产业发展试点示范单位、建议支持的国家级专精特新“小巨人”企业、国家高新技术企业、省级企业技术中心、矿山特种机器人省技术创新中心、山西省科技成果转化(智能化矿山)示范企业、全国优秀民营科技企业等荣誉称号。,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；物联网技术研发；物联网技术服务；物联网应用服务；物联网设备制造；物联网设备销售；人工智能应用软件开发；人工智能基础软件开发；智能机器人的研发；智能机器人销售；工业机器人安装、维修；数据处理服务；互联网数据服务；工业互联网数据服务；云计算装备技术服务；数字技术服务；信息系统集成服务；信息系统运行维护服务；5G通信技术服务；网络技术服务；信息安全设备制造；信息安全设备销售；通信设备制造；通信设备销售；工业自动控制系统装置制造；工业自动控制系统装置销售；输配电及控制设备制造；智能输配电及控制设备销售；配电开关控制设备研发；配电开关控制设备制造；配电开关控制设备销售；电气设备修理；电气设备销售；机械电气设备制造；机械电气设备销售；采矿行业高效节能技术研发；矿山机械制造；矿山机械销售；智能仪器仪表制造；智能仪器仪表销售；安防设备制造；安防设备销售；机械设备研发；机械设备销售；机械设备租赁；电子专用设备制造；电子专用设备销售；智能水务系统开发；污水处理及其再生利用；市政设施管理；计算机系统服务；计算机软硬件及外围设备制造；工业控制计算机及系统制造；工业控制计算机及系统销售；计算器设备制造；节能管理服务；安全技术防范系统设计施工服务；通用设备制造(不含特种设备制造)；通用设备修理；专用设备制造(不含许可类专业设备制造)；专用设备修理；煤炭及制品销售；金属材料制造；金属材料销售；非金属矿及制品销售；集中式快速充电站；新能源汽车换电设施销售；电动自行车销售；电池销售；电池零配件销售；蓄电池租赁；充电控制设备租赁；充电桩销售；新能源汽车整车销售；租赁服务(不含许可类租赁服务)；广告发布；品牌管理；停车场服务。许可项目：发电业务、输电业务、供(配)电业务；建设工程施工。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准),信息技术,信息传输、软件和信息技术服务业,计算机,计算机,"77,280,000.00","887,174,400.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将山西科达自控股份有限公司简称为科达自控，请对其进行打分。近日，科达自控连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
832278.BJ,鹿得医疗,HONSUN,"176,000,000.00",江苏鹿得医疗电子股份有限公司,"Honsun (Nantong) Co.,Ltd",民营企业,中型,鹿得医疗冲牙器、鹿得医疗电子血压计、鹿得医疗机械血压表、鹿得医疗听诊器、鹿得医疗外厂产品、鹿得医疗雾化器,医用辅助设备,公司主要从事以家用医疗器械为主的医疗器械及保健护理产品的研发、生产和销售，主要产品包括：血压计、雾化器、听诊器和冲牙器等。公司产品大多数应用于家庭，为广大家庭和个人消费者提供家庭血压监测、呼吸道疾病治疗、口腔清洁保健等功能，帮助消费者进行相关疾病的监测、预防和治疗，积极进行健康管理，提高身体健康水平。公司目前以境外市场为主要销售区域，产品已出口至欧洲、亚洲、美洲等区域的全球多个国家和地区。机械血压表、听诊器、电子血压计、雾化器等出口销售额在境内企业均遥遥领先。,医疗器械及配件的设计、生产与销售；家用电子产品及配件的设计、生产与销售；泵、阀门、压缩机的生产与销售；网络技术、信息技术的开发、咨询、服务与转让；从事医疗器械技术咨询；自营和代理上述商品的进出口业务，但国家限定公司经营或者禁止进出口的商品除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动),医疗保健,制造业,医药生物,医药,"176,000,000.00","887,040,000.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将江苏鹿得医疗电子股份有限公司简称为鹿得医疗，请对其进行打分。近日，鹿得医疗连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
873132.BJ,泰鹏智能,TAIPENG,"57,360,000.00",山东泰鹏智能家居股份有限公司,"Shandong Taipeng Intelligent Household Products Co., Ltd.",民营企业,中型,泰鹏智能其他户外休闲家具用品、泰鹏智能庭院帐篷,家具,公司专注于户外休闲家具及用品的设计、研发、生产和销售，凭借在户外休闲家具行业多年的研发、生产和销售经验、相关资质及技术优势，采用直接销售模式开拓市场，为客户提供庭院帐篷系列产品及其他家具系列产品。,一般项目：家具制造；家居用品制造；体育用品及器材制造；金属结构制造；金属制品研发；五金产品制造；人工智能应用软件开发；家具销售；家居用品销售；户外用品销售；金属结构销售；金属制品销售；特种设备销售；充电桩销售；货物进出口。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)许可项目：特种设备制造；特种设备安装改造修理；道路货物运输(不含危险货物)。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)。,日常消费,制造业,,,"57,360,000.00","886,212,000.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将山东泰鹏智能家居股份有限公司简称为泰鹏智能，请对其进行打分。近日，泰鹏智能连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
834062.BJ,科润智控,KR,"184,086,277.00",科润智能控制股份有限公司,"Kerun Intelligent Control Co.,Ltd",民营企业,中型,科润智控变压器、科润智控高低压成套开关设备、科润智控智能集成设备,电气仪器仪表、专用设备与零部件,公司是一家专业从事高低压成套设备、变压器及高压电器元件的研发、制造和销售的国家高新技术企业。是中国电器工业协会会员单位，浙江省输配电设备行业协会副会长单位，江山市工业龙头企业。公司位于浙江省江山市经济开发区山海协作区开源路1号，占地面积80000多平方米，公司年产销规模5亿元以上。公司生产设备齐全，生产工艺先进，检测设备完善，拥有钣金“数控加工中心”和变压器硅钢片自动剪切线，产品采用三维电气专业软件优化设计，高低压成套设备年生产能力15000套，变压器300万kVA，高压电器元件5000台。公司建有“科润自动化电力设备省级高新技术企业研发中心”，并与浙江大学、浙江工业大学、杭州电子科技大学、西安电子科技大学、衢州学院等多家高等院校保持着密切的合作关系，着力于技术创新和质量改进，是浙江省科技型中小企业，2009年被评为国家高新技术企业。,一般项目：输配电及控制设备制造；智能输配电及控制设备销售；机械电气设备制造；配电开关控制设备制造；变压器、整流器和电感器制造；电力电子元器件制造；新能源原动设备制造；储能技术服务；电力行业高效节能技术研发；软件开发；软件销售；信息技术咨询服务；信息系统集成服务；虚拟现实设备制造；教学专用仪器制造；教学专用仪器销售；教学用模型及教具制造；教学用模型及教具销售；实验分析仪器制造；实验分析仪器销售；金属制品研发；金属制品销售；安全、消防用金属制品制造；消防器材销售；消防技术服务；安防设备制造；安防设备销售；物联网设备制造；物联网设备销售；物联网技术研发；物联网技术服务；物联网应用服务；网络与信息安全软件开发；信息安全设备制造；信息安全设备销售；安全咨询服务；安全技术防范系统设计施工服务；安全系统监控服务；货物进出口；技术进出口(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。,工业,制造业,电力设备,电力设备及新能源,"184,086,277.00","881,773,266.83","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将科润智能控制股份有限公司简称为科润智控，请对其进行打分。近日，科润智控连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
833914.BJ,远航精密,SINONIC,"100,000,000.00",江苏远航精密合金科技股份有限公司,"Jiangsu Sinonic Precision Alloy Co., Ltd.",民营企业,中型,"远航精密精密结构件、远航精密精密镍基带,箔",重有色金属,公司主营业务为精密镍基导体材料的研发、生产和销售，主要产品用于锂离子电池、锂聚合物电池、镍氢电池、镍镉电池等二次电池产品中，作为精密导体为电池或电池组传输电力；或者作为原材料用于造币。上述各类二次电池最终用于电子产品及动力系统中，例如手机、笔记本电脑、电动工具、电动汽车和自行车、电动玩具，以及储能系统等。,有色金属精密合金的研究开发，生产有色金属精密合金材料、精密镍合金带、箔、有色金属复合材料(不含国家禁止、限制类项目)；售电。(依法须经批准的项目，经相关部门批准后方可开展经营活动)一般项目：其他电子元件、组件零件。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。,材料,制造业,电力设备,电子,"100,000,000.00","878,000,000.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将江苏远航精密合金科技股份有限公司简称为远航精密，请对其进行打分。近日，远航精密连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
837092.BJ,汉鑫科技,HIACENT,"47,896,000.00",山东汉鑫科技股份有限公司,"Shandong Hiacent Technology Co., Ltd.",民营企业,中型,汉鑫科技企业数字化转型、汉鑫科技数字政府建设,操作系统软件、互联网服务,公司是信息系统集成的解决方案提供商，致力于为政府、企事业单位客户提供信息系统解决方案及相关服务，包括智能化信息系统设计和相关设备的选型采购、实施安装、开发调试，以及运营维护等。公司主营业务为信息系统集成服务，根据客户类型可分为政校医商类、涉密单位类和工业企业类，属于智慧城市行业综合解决方案范畴。,人工智能通用应用系统；人工智能应用软件开发；大数据服务；数据处理服务；工业互联网数据服务；物联网技术服务；云计算装备技术服务；智能车载设备制造；智能车载设备销售；汽车销售；商用密码产品生产；商用密码产品销售；数字技术服务；软件开发；软件销售；计算机系统服务；信息技术咨询服务；信息系统集成服务；信息系统运行维护服务；安全技术防范系统设计施工服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及外围设备制造；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；电子产品销售；网络设备销售；信息安全设备销售；通信设备销售。建筑智能化系统设计；建设工程施工。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,信息技术,信息传输、软件和信息技术服务业,计算机,计算机,"47,896,000.00","871,228,240.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将山东汉鑫科技股份有限公司简称为汉鑫科技，请对其进行打分。近日，汉鑫科技连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
831445.BJ,龙竹科技,LONGTAI,"149,057,025.00",龙竹科技集团股份有限公司,"Long Bamboo Technology Group Co.,Ltd.",民营企业,中型,龙竹科技竹菜板、龙竹科技竹架、龙竹科技竹碗,厨房器具,公司是以竹为主材的家居行业，专注从事竹家居用品的设计、生产及销售。秉持“以竹材为中心，以混合材料发展为方向，以技术创新和信息化为驱动力”的战略方针，在巩固公司现有竹家居业务的基础上，加大对混合材料领域业务的开拓力度。未来通过对竹材的深度研究，将竹与钢、木材、陶瓷、塑料等多种材料结合，制造更易于市场接受、受众范围更广的竹产品。公司重视技术研发，拥有自身稳定的研发团队。经过多年的研发积累，公司逐步形成自身的技术优势。截至本公开发行说明书签署日，公司已拥有多项专利。,一般项目：新材料技术研发；竹制品制造；竹制品销售；日用木制品制造；日用木制品销售；家具制造；家具销售；木竹材加工机械制造；木竹材加工机械销售；机械零件、零部件加工；机械零件、零部件销售；智能基础制造装备制造；智能基础制造装备销售；高性能纤维及复合材料制造；高性能纤维及复合材料销售；机械设备研发；科技推广和应用服务；互联网销售(除销售需要许可的商品)(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。,可选消费,制造业,轻工制造,轻工制造,"149,057,025.00","861,549,604.50","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将龙竹科技集团股份有限公司简称为龙竹科技，请对其进行打分。近日，龙竹科技连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
832023.BJ,田野股份,TIC,"327,304,000.00",田野创新股份有限公司,Tianye Innovation Corporation,民营企业,中型,"田野股份速冻,冷冻水果系列、田野股份原料果汁(水果原浆,浓缩汁系列)",饮料,公司主要从事热带果蔬原料制品的研发、生产和销售，主要产品包括原料果汁、速冻果蔬、鲜果等。公司原料果汁产品包括浓缩果汁、NFC、调配果汁等多种形态和规格，掌握芒果、西番莲、荔枝等四十多种果蔬加工工艺，公司聚焦热带果蔬产地加工，在广西北海、海南定安、四川攀枝花、湖北荆门拥有四个现代化工厂，产能布局涵盖中国热带果蔬主要产区。公司以客户需求为导向开展产品创新、服务创新和模式创新，深度融入下游客户供应链、创新链和价值链，为客户提供“产品+配方+服务”的一站式解决方案。,许可项目：食品生产；食品经营；食品经营(销售预包装食品)；食品经营(销售散装食品)；食品互联网销售；食品互联网销售(销售预包装食品)；货物进出口；技术进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)一般项目：农产品的生产、销售、加工、运输、贮藏及其他相关服务；初级农产品收购(除依法须经批准的项目外，凭营业执照依法自主开展经营活动),日常消费,制造业,农林牧渔,食品饮料,"327,304,000.00","860,809,520.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将田野创新股份有限公司简称为田野股份，请对其进行打分。近日，田野股份连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
836433.BJ,大唐药业,DATANG,"258,777,181.00",内蒙古大唐药业股份有限公司,"Inner Mongolia Grand Pharmaceutical Co.,Ltd.",民营企业,小型,阿胶补血膏、阿拉坦五味丸、巴特日七味丸、槟榔十三味丸、大唐药业阿胶补血膏、大唐药业阿拉坦五味丸、大唐药业巴特日七味丸、大唐药业槟榔十三味丸、大唐药业复方醋酸氟轻松酊、大唐药业复方樟脑乳膏、大唐药业肝肾滋、大唐药业红花清肝十三味丸、大唐药业胡日查六味丸、大唐药业吉祥安坤丸、大唐药业健胃消炎颗粒、大唐药业解痉镇痛酊、大唐药业开塞露(含甘油)、大唐药业康复春口服液、大唐药业联苯苄唑凝胶、大唐药业暖宫七味散、大唐药业暖宫七味丸、大唐药业青果丸、大唐药业肉蔻五味丸、大唐药业三子颗粒、大唐药业沙棘糖浆、大唐药业舒筋丸、大唐药业消食十味丸、大唐药业扎冲十三味丸、复方醋酸氟轻松酊、复方樟脑乳膏、肝肾滋、红花清肝十三味丸、胡日查六味丸、吉祥安坤丸、健胃消炎颗粒、解痉镇痛酊、开塞露(含甘油)、康复春口服液、联苯苄唑凝胶、暖宫七味散、暖宫七味丸、青果丸、肉蔻五味丸、三子颗粒、沙棘糖浆、舒筋丸、消食十味丸、扎冲十三味丸,动物类中药制剂、中药饮片,公司是一家集蒙药资源开发、特色专科药和大健康产品研发、生产和销售为一体的综合性制药企业，公司药品主要分为中成药(含民族药)和化学制剂药两种类型。公司拥有药品生产许可证、GMP证书和多个药品文号，具备为市场生产和提供符合国家要求的高质量的药品的能力。公司拥有蒙医药科研基地，已建立相对完善的研发体系，配备有较强的研发团队和研发设备。公司及其全资子公司共拥有多项专利权。公司依托遍布全国的销售网络，通过经销商(配送商)等渠道将产品销售往全国各地的医院、药店、卫生站等医疗服务终端，并最终由患者进行消费和使用。,许可经营项目：生产、销售凝胶剂、2灌肠剂、乳膏剂(含激素类)、鼻用制剂(滴鼻剂)、洗剂、酊剂(含外用，含激素类)、片剂、颗粒剂、硬胶囊剂、散剂、糖浆剂、合剂、丸剂(蜜丸、水丸、水蜜丸、浓缩丸)、煎膏剂、茶剂(含中药前处理及提取)中药材种植、收购、初加工及销售；消毒剂、乙醇(75%医用酒精)的生产及销售。(国家法律、法规规定应经审批的，未获审批前不得生产经营)(销售仅限本公司自产产品)。一般经营项目：无(依法须经批准的项目，经相关部门批准后方可开展经营活动),医疗保健,制造业,医药生物,医药,"258,777,181.00","848,789,153.68","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将内蒙古大唐药业股份有限公司简称为大唐药业，请对其进行打分。近日，大唐药业连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
831010.BJ,凯添燃气,KAI TIAN GAS,"234,500,000.00",宁夏凯添燃气发展股份有限公司,Ning Xia Kai Tian Gas Development Company Limited,民营企业,中型,凯添燃气常规天然气输配服务、凯添燃气非常规天然气回收利用服务,燃气,公司系一家专业从事城镇燃气输配及燃气管道工程安装、燃气装备应用技术研发及运营服务的国家高新技术企业。公司始终致力于天然气全产业链的拓展，在常规天然气输配服务(城市燃气、乡镇燃气、LNG服务)、非常规天然气回收利用服务方面建立了自身的技术和服务优势。公司探索建立＂燃气装备＋燃气服务＂的经营发展模式。旨在突破城市燃气企业的区域限制和发展瓶颈。公司的经营范围为：燃气项目投资、股权投资(不得从事非法集资、吸收公众资金等金融活动)；城市燃气输配及供应；燃气管道和工程安装及维修；燃气器材及器具销售及维修；燃气应用技术、开发及服务；燃气仪表的研发及销售。,许可项目：燃气经营；燃气燃烧器具安装、维修；危险化学品经营(依法须经批准的项目，经相关部门批准后方可开展经营活动)一般经营范围：以自有资金从事投资活动；自有资金投资的资产管理服务；新兴能源技术研发；储能技术服务；新能源原动设备销售；电池制造；电池销售；电池零配件生产；电池零配件销售；石油天然气技术服务；工程管理服务；仪器仪表制造；仪器仪表销售；新能源汽车废旧动力蓄电池回收及梯次利用(不含危险废物经营)(除许可业务外，可自主依法经营法律法规非禁止或限制的项目)。,公用事业,电力、热力、燃气及水生产和供应业,公用事业,电力及公用事业,"234,500,000.00","839,510,000.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将宁夏凯添燃气发展股份有限公司简称为凯添燃气，请对其进行打分。近日，凯添燃气连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
833266.BJ,生物谷,BIOVALLEY,"128,000,000.00",云南生物谷药业股份有限公司,"Yunnan Biovalley Pharmaceutical Co.,Ltd",民营企业,中型,生物谷灯盏花滴丸、生物谷灯盏花素片、生物谷灯盏生脉胶囊、生物谷灯盏细辛胶囊、生物谷灯盏细辛软胶囊、生物谷灯盏细辛注射液、生物谷青叶胆片,植物类中药制剂,公司主要从事于灯盏花系列药品的研发、生产与销售，主要产品以灯盏花为基础原料，运用现代精深加工技术实现灯盏花有效成分在药用领域的产业化应用，主要产品灯盏生脉胶囊和灯盏细辛注射液为治疗心脑血管疾病的中成药。具特色的是灯盏细辛系列产品，以灯盏生脉胶囊、灯盏细辛注射液为主导产品。公司拥有较强的技术研发和创新能力，并一贯重视对技术创新和研发的投入。在生产过程中，质量部门对生产全过程进行监督，对原辅料、中间产品、待包装产品和产成品的质量进行全程检测和监控。,中西成药原料及其制剂的开发、生产、销售及技术服务；农副产品收购及加工；货物进出口及技术进出口业务。(已发须经批准的项目，经相关部门批准后方可开展经营活动),医疗保健,制造业,医药生物,医药,"128,000,000.00","832,000,000.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将云南生物谷药业股份有限公司简称为生物谷，请对其进行打分。近日，生物谷连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
430685.BJ,新芝生物,SCIENTZ BIOTECHNOLOGY,"91,515,941.00",宁波新芝生物科技股份有限公司,"Ningbo Scientz Biotechnology Co.,Ltd",民营企业,小型,新芝生物杯式超声波细胞粉碎机、新芝生物超声波清洗机、新芝生物超声波细胞粉碎机、新芝生物分子杂交仪、新芝生物高精度低温恒温槽、新芝生物高速分散器、新芝生物高通量组织研磨器、新芝生物高压均质机、新芝生物高压细胞破碎机、新芝生物工业超声波设备、新芝生物基因导入仪、新芝生物基因枪、新芝生物间隙浸没式生物反应器、新芝生物冷冻干燥机、新芝生物冷却循环机、新芝生物纳米均质机、新芝生物生物实验试剂、新芝生物四频超声波清洗机、新芝生物无菌均质器、新芝生物细胞融合仪,生物诊断试剂、专用设备与零部件,公司是一家服务于工业、农业、环保、教育、医院、科研、药业等领域超声波装备及相关科学仪器的国家高新技术企业。新芝多次被评为“行业十大品牌”，承担国家科技部发改委国家高新技术项目，目前正承担国家卫生部、科技部重大专项。有相关领域的研究员、高级工程师数名，具有先进、完善的研发条件和生产流水线。已经通过ISO9001：2008国际质量管理体系认证、ISO13485-2003医疗器械质量管理体系认证，取得了多项CE认证、医疗器械生产许可证及医疗器械注册证。新芝人本着“精细就是生命”的理念，围绕“一个中心，两个基本点”，以市场为中心，以质量和服务为基本点。在全国各大城市均设有办事处和售后服务中心，受到用户一致好评。为鼓励科研人员多出成果，凡使用新芝产品并有文章发表在国内核心期刊中我公司给予奖励。,第一类医疗器械、实验分析仪器、工业自动化控制系统装置、机电产品的研发、生产；保健食品的开发、研究；流体管道超声波阻、除垢装置的研发、生产、销售；超声波油水分离装置的研发、生产、销售；服装、服饰、工艺品的制造、加工、批发、零售；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物及技术除外,信息技术,制造业,机械设备,机械,"91,515,941.00","825,473,787.82","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将宁波新芝生物科技股份有限公司简称为新芝生物，请对其进行打分。近日，新芝生物连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
831726.BJ,朱老六,ZHULAOLIU,"101,910,000.00",长春市朱老六食品股份有限公司,"Changchun Zhulaoliu Food Co.,Ltd",民营企业,中型,朱老六腐乳、朱老六料酒、朱老六酸菜,方便食品、调味品,公司主要业务为腐乳、料酒的生产和销售。公司自成立以来，秉承“产品源于人品，诚信成就未来”的理念，竭诚为广大消费者提供安全健康、营养丰富的调味品，形成了以生产腐乳为主、料酒为辅的调味品产业线。近年来，公司获得多项荣誉，先后荣获“2009年度自主创新先进企业”、“市级重点龙头企业”、“省级重点龙头企业”、“吉林省农产品加工业百强企业”，其“朱老六腐乳”荣获2013年长春名优特农产品称号。,腐乳、酸菜、料酒、醋、烘焙、糕点、蔬菜制品(酱腌菜)、蔬菜火锅调料、豆制品、植物油、调味料(液体)研发、生产、销售及网上销售、研发和技术服务、信息服务、农业种植、光伏发电、沼气发电，在国家法律、法规允许的范围内从事进出口业务(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,日常消费,制造业,食品饮料,食品饮料,"101,910,000.00","812,222,700.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将长春市朱老六食品股份有限公司简称为朱老六，请对其进行打分。近日，朱老六连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
836221.BJ,易实精密,EC PRECISION,"96,700,000.00",江苏易实精密科技股份有限公司,Ec Precision Technology (Jiangsu) Corporation,民营企业,小型,易实精密精密机加工嵌件、易实精密精密卷制嵌件、易实精密手动换档杆、易实精密自动换档杆,车身及外观设备,公司是拥有精密机械加工能力的专业企业，主要从事汽车零部件的研发、生产、销售。鉴于陆续通过供应商的认证，公司及控股子公司易实汽配为整车制造企业的配套零部件供应商提供产品，主要为换挡杆、嵌件等，该类产品最终应用于通用、大众等知名品牌汽车。,加工、生产销售汽车零部件、精密金属制品。(依法须经批准的项目，经相关部门批准后方可开展经营活动),可选消费,制造业,汽车,汽车,"96,700,000.00","805,511,000.00","请忘记之前的指令。假装自己是一位金融专家，将要对以下新闻进行打分，利好为正分，利空为负分，分数区间为-10到+10分，要求直接输出分数而不输出多余的解释等内容。
以下将江苏易实精密科技股份有限公司简称为易实精密，请对其进行打分。近日，易实精密连续第二个交易日上演“地天板”，近7个交易日收获4涨停3跌停。"
