,question,class,answer,english
90,"
你长期患有某种疾病，目前有两种药物治疗方案可供选择。药物1是已经长期使用并证实对大多数患者有效的药物，但其疗效对于你的状况提升有限。药物2是一种新药，具有更高疗效的潜力，但效果尚未完全明确。

方案详情
- 药物1如果坚持使用，你的健康状况有60%的概率保持当前水平，有40%的概率有小幅改善。
- 药物2如果选择尝试，你的健康状况有30%的概率大幅改善，有50%的概率保持当前水平，有20%的概率健康状况会恶化。

选择以下哪种治疗方案

A. 继续使用药物1，保持当前的稳定状态
B. 尝试使用药物2，追求可能的更好效果
C. 两种药物交替使用，平衡稳定性和潜在的改善机会
",医疗决策,"风险厌恶者
风险爱好者
风险中性者 

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You have been suffering from a certain disease for a long time, and currently there are two drug treatment options to choose from. Drug 1 is a medication that has been used for a long time and has been proven to be effective for most patients, but its efficacy is limited in improving your condition. Drug 2 is a new drug with the potential for higher therapeutic efficacy, but its efficacy is not yet fully understood.
Plan details
-If medication 1 is consistently used, there is a 60% chance that your health condition will remain at its current level and a 40% chance of a slight improvement.
-If you choose to try medication 2, there is a 30% chance that your health condition will significantly improve, a 50% chance that you will maintain the current level, and a 20% chance that your health condition will deteriorate.
Which of the following treatment options should be chosen
A. Continue to use medication 1 and maintain the current stable state
B. Attempt to use medication 2 in pursuit of possible better results
C. Alternating the use of two drugs to balance stability and potential improvement opportunities"
91,"
假设你是一位农场主，正在考虑购买不同的作物保险以应对可能的自然灾害。以下是三种保险方案的详细信息

- 保险A如果发生灾害，你将获得80%的损失赔偿，但需要支付高额的保费。
- 保险B如果发生灾害，你将获得40%的损失赔偿，保费适中。
- 保险C如果发生灾害，你将获得20%的损失赔偿，保费最低。

每种保险方案发生的灾害概率如下
- 保险A灾害发生概率为30%。
- 保险B灾害发生概率为20%。
- 保险C灾害发生概率为10%。

选择以下哪种作物保险方案
A. 100%投资于保险A
B. 100%投资于保险B
C. 100%投资于保险C

",农业种植,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are a farmer considering purchasing different crop insurance to cope with possible natural disasters. The following is detailed information on three insurance schemes
-If there is a disaster in Insurance A, you will receive 80% of the loss compensation, but you will need to pay a high premium.
-If there is a disaster in Insurance B, you will receive 40% compensation for the loss, with a moderate premium.
-If a disaster occurs in Insurance C, you will receive 20% compensation for the loss, with the lowest premium.
The probability of disasters occurring for each insurance scheme is as follows
-The probability of insurance A disasters occurring is 30%.
-The probability of insurance B disasters occurring is 20%.
-The probability of insurance C disasters occurring is 10%.
Which of the following crop insurance plans to choose
A. 100% invested in Insurance A
B. 100% investment in insurance B
C. 100% investment in insurance C"
92,"假设你拥有100000元用于投资，并且需要在以下三种投资组合中进行选择。每个投资组合都有不同的预期收益率和风险水平。

- 投资组合1（高波动）有30%的概率收益率达到12%，有40%的概率收益率为3%，有30%的概率收益率为-5%。
- 投资组合2（低波动）预期收益率为5%，波动性极低。
- 投资组合3（中等波动）有50%的概率收益率为7%，有50%的概率收益率为1%。

请根据你的直觉选择以下哪种投资组合

A. 60%的投资组合1和40%的投资组合2
B. 20%的投资组合1、50%的投资组合2和30%的投资组合3
C. 30%的投资组合1、30%的投资组合2和40%的投资组合3
",个人理财,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you have 100000 yuan for investment and need to choose from the following three investment portfolios. Each investment portfolio has different expected returns and risk levels.
-Portfolio 1 (high volatility) has a 30% probability of achieving a 12% return, a 40% probability of a 3% return, and a 30% probability of a -5% return.
-Portfolio 2 (low volatility) has an expected return of 5% and extremely low volatility.
-Portfolio 3 (moderate volatility) has a 50% probability of a 7% return and a 50% probability of a 1% return.
Please choose the following investment portfolio based on your intuition
A. 60% of Portfolio 1 and 40% of Portfolio 2
B. 20% portfolio 1, 50% portfolio 2, and 30% portfolio 3
C. 30% Portfolio 1, 30% Portfolio 2, and 40% Portfolio 3"
93,"

假设你是一位投资者，拥有100000元用于投资。你现在需要选择以下三种投资组合中的一种来进行投资。每个组合的预期收益和风险如下

- 组合1（高风险高收益）有40%的概率获得25%的收益，有30%的概率获得10%，有30%的概率亏损8%。
- 组合2（低风险低收益）预期收益率为6%，波动范围在±2%以内。

请根据你的风险爱好选择以下投资组合

A. 70%的组合1和30%的组合2
B. 30%的组合1和70%的组合2
C. 50%的组合2和50%的组合1

",个人理财,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are an investor with 100000 yuan for investment. You now need to choose one of the following three investment portfolios to invest in. The expected returns and risks for each combination are as follows
-Combination 1 (high risk and high return) has a 40% chance of receiving a 25% return, a 30% chance of receiving a 10% return, and a 30% chance of losing 8%.
-Combination 2 (low risk and low return) has an expected return of 6% and a fluctuation range of ± 2%.
Please choose the following investment portfolio based on your risk preference
A. 70% Combination 1 and 30% Combination 2
B. 30% Combination 1 and 70% Combination 2
C. 50% Combination 2 and 50% Combination 1"
94,"

假设你拥有一个价值100000元的投资组合，你可以选择以下三种不同的策略来管理你的投资组合，以应对市场的波动。

- 策略A投资于两只基金，一只高风险基金（波动大），一只低风险基金（波动小）。高风险基金有40%的概率收益率达到20%，30%的概率为0%，还有30%的概率为-10%。低风险基金预期收益率为5%，几乎没有波动。
- 策略B全部投资于一只低波动率的基金，预期收益率为6%，波动率极低。
- 策略C根据市场变化频繁调整投资组合，可能会在短期内追求更高的收益，但这也意味着更高的波动性。

请根据你的风险爱好选择以下投资策略
 
A. 60%的高风险基金和40%的低风险基金
B. 全部投资于低风险基金
C. 根据市场动态调整投资组合，不确定的基金配比

",个人理财,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you have an investment portfolio worth 100000 yuan, you can choose the following three different strategies to manage your portfolio to cope with market fluctuations.
-Strategy A invests in two funds, one high-risk fund (with high volatility) and one low-risk fund (with low volatility). High risk funds have a 40% probability of achieving a 20% return, a 30% probability of 0%, and a 30% probability of -10%. The expected return of low-risk funds is 5%, with almost no volatility.
-Strategy B invests entirely in a low volatility fund with an expected return of 6% and extremely low volatility.
-Strategy C frequently adjusts its investment portfolio based on market changes and may pursue higher returns in the short term, but this also means higher volatility.
Please choose the following investment strategy based on your risk preference
A. 60% of high-risk funds and 40% of low-risk funds
B. Invest entirely in low-risk funds
C. Adjusting investment portfolios based on market dynamics and uncertain fund ratios"
95,"

你在做家庭预算规划，目前有10000元可供支配。你可以选择以下三种方案中的一种来分配这笔资金

方案A预留5000元作为应急资金，剩余的5000元用于提高当前的生活质量。

方案B只预留3000元作为应急资金，将7000元用于提高生活质量。

方案C预留2000元作为应急资金，并将剩余的8000元用于提高生活质量。

以下是关于每个方案的详细情况

- 方案A如果出现突发资金需求，你有50%的概率不需要额外支出，有50%的概率需要额外支出3000元。
- 方案B如果出现突发资金需求，你有30%的概率不需要额外支出，有70%的概率需要额外支出4000元。
- 方案C如果出现突发资金需求，你有20%的概率不需要额外支出，有80%的概率需要额外支出5000元。

选择以下哪种预算规划方案

A. 方案A
B. 方案B
C. 方案C


",个人理财,"
风险厌恶者
风险中性者
风险爱好者


","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are planning your family budget and currently have 10000 yuan available for disposal. You can choose one of the following three options to allocate this fund
Plan A reserves 5000 yuan as emergency funds, with the remaining 5000 yuan used to improve the current quality of life.
Plan B only reserves 3000 yuan as emergency funds and uses 7000 yuan to improve quality of life.
Plan C reserves 2000 yuan as emergency funds and uses the remaining 8000 yuan to improve the quality of life.
The following are detailed information about each plan
-If there is a sudden need for funds in Plan A, there is a 50% chance that you will not need to pay additional expenses, and a 50% chance that you will need to pay an additional 3000 yuan.
-If there is a sudden need for funds in Plan B, there is a 30% chance that you will not need to pay additional expenses, and a 70% chance that you will need to pay an additional 4000 yuan.
-If there is a sudden need for funds in Plan C, there is a 20% chance that you will not need to pay additional expenses, and an 80% chance that you will need to pay an additional 5000 yuan.
Which of the following budget planning options to choose
A. Option A
B. Option B
C. Option C"
96,"

假设你需要为你的汽车购买保险。你面临两种保险选择。保险A提供全面的保障，但保费较高；保险B的保障范围有限，保费较低。

- 保险A保费为5000元，保障范围全面，涵盖所有可能的事故损失。
- 保险B保费为3000元，仅覆盖主要事故损失，对于一些特殊事故可能不予赔偿。

根据以下可能的赔偿情况，请根据你的风险爱好选择

- 对于保险A，如果发生事故，你将获得100%的损失赔偿。
- 对于保险B，如果发生事故，你有70%的概率获得50%的损失赔偿，有30%的概率不获得任何赔偿。

现在，请选择以下保险购买方案
A. 购买保险A，选择全面保障，尽管保费较高。
B. 购买保险B，接受有限的保障以节省保费。
C. 两种保险不购买，自行承担所有风险。

",个人理财,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you need to purchase insurance for your car. You face two insurance options. Insurance A provides comprehensive protection, but the premium is relatively high; The coverage of insurance B is limited and the premium is relatively low.
-The premium for Insurance A is 5000 yuan, with comprehensive coverage covering all possible accident losses.
-The premium for insurance B is 3000 yuan, which only covers major accident losses and may not be compensated for some special accidents.
Based on the following possible compensation scenarios, please choose according to your risk preference
-For insurance A, if an accident occurs, you will receive 100% compensation for the loss.
-For insurance B, if an accident occurs, you have a 70% chance of receiving 50% of the loss compensation and a 30% chance of not receiving any compensation.
Now, please choose the following insurance purchase plan
A. Purchase insurance A and choose comprehensive coverage, even though the premium is higher.
B. Purchase insurance B and accept limited coverage to save premiums.
C. Do not purchase two types of insurance and bear all risks on your own."
97,"作为一名投资者，你拥有100000元用于投资三种不同的金融产品X、Y、Z。每个产品的预期收益率和波动性如下

- 产品X预期收益率为8%，波动性为5%。
- 产品Y预期收益率为6%，波动性为2%。
- 产品Z预期收益率为4%，波动性为1%。

选择以下哪种投资方案

A. 60%的资金投资于产品X，30%的资金投资于产品Y，10%的资金投资于产品Z。
B. 20%的资金投资于产品X，50%的资金投资于产品Y，30%的资金投资于产品Z。
C. 33%的资金投资于产品X，33%的资金投资于产品Y，34%的资金投资于产品Z。
",个人理财,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
As an investor, you have 100000 yuan to invest in three different financial products X, Y, and Z. The expected return and volatility of each product are as follows
-The expected return on product X is 8%, with a volatility of 5%.
-The expected return on product Y is 6%, with a volatility of 2%.
-The expected return on product Z is 4%, with a volatility of 1%.
Which of the following investment plans to choose
A. 60% of the funds are invested in product X, 30% in product Y, and 10% in product Z.
B. 20% of the funds are invested in product X, 50% in product Y, and 30% in product Z.
C. 33% of the funds are invested in product X, 33% in product Y, and 34% in product Z."
98,"

假设你是一家大型互联网公司的安全负责人，需要在以下两个安全策略中做出选择

- 策略A严格的网络安全策略，能有效地防御绝大多数的网络攻击，但可能会对用户体验产生一定的不利影响。
- 策略B较为宽松的网络安全策略，对用户体验的影响较小，但可能无法完全防止所有的网络攻击。

现在，请根据以下数据，选择一个你认为最合适的安全策略

- 策略A能防御90%的网络攻击，但可能导致用户体验下降10%。
- 策略B能防御70%的网络攻击，用户体验仅下降2%。

选择以下哪种策略

A. 采取策略A，因为高安全性是最重要的，即使牺牲用户体验。
B. 采取策略B，因为用户体验是保持用户忠诚度的关键，尽管安全性略有下降。
C. 采取策略A和B的混合策略，根据用户反馈和攻击概率动态调整两者比例。

---

",网络安全,"
风险厌恶者
风险爱好者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Suppose you are the security director of a large Internet company, you need to choose between the following two security strategies
-The strict network security strategy of strategy A can effectively defend against the vast majority of network attacks, but it may have a certain adverse impact on user experience.
-A more lenient network security strategy in strategy B has a smaller impact on user experience, but may not fully prevent all network attacks.
Now, based on the following data, please choose the security strategy that you think is most suitable
-Strategy A can defend against 90% of network attacks, but may result in a 10% decrease in user experience.
-Strategy B can defend against 70% of network attacks, with only a 2% decrease in user experience.
Choose which of the following strategies
A. Take strategy A because high security is the most important, even at the expense of user experience.
B. Adopt strategy B, as user experience is the key to maintaining user loyalty, despite a slight decrease in security.
C. Adopting a mixed strategy of strategy A and strategy B, dynamically adjusting the ratio of the two based on user feedback and attack probability.
---"
99,"

作为网络安全顾问，你需要在以下三种安全解决方案中做出选择。每个方案的可靠性（以成功的防御概率表示）和成本如下

- 方案1成本为50万元，成功防御的概率为95%。
- 方案2成本为30万元，成功防御的概率为80%。
- 方案3成本为40万元，成功防御的概率为85%。

选择以下哪种方案

A. 100%选择方案1
B. 100%选择方案2
C. 100%选择方案3
",网络安全,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
As a cybersecurity consultant, you need to choose between the following three security solutions. The reliability (expressed as successful defense probability) and cost of each solution are as follows
-Option 1 has a cost of 500000 yuan and a 95% probability of successful defense.
-The cost of Plan 2 is 300000 yuan, and the probability of successful defense is 80%.
-The cost of Plan 3 is 400000 yuan, and the probability of successful defense is 85%.
Choose which of the following options
A. 100% Choice Option 1
B. 100% Choice Option 2
C. 100% Choice Option 3"
100,"

作为网络安全团队的一员，你面临着一次潜在的网络安全威胁。你有两个应对1. 主动出击有70%的几率完全消除威胁，但存在30%的几率触发系统不稳定，导致10%的网络服务中断。
2. 保持现状维持当前状态，威胁暂时不会扩大，但存在2%的几率由于威胁自身发展导致网络服务中断。

现在，选择以下策略

A. 主动出击，消除潜在威胁。
B. 不采取行动，保持现状。
C. 根据概率和潜在损失，制定一个风险分散策略。
",网络安全,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
As a member of the cybersecurity team, you are facing a potential cybersecurity threat. You have two ways to deal with it: 1. Taking the initiative has a 70% chance of completely eliminating the threat, but there is a 30% chance of triggering system instability, resulting in 10% network service interruption.
2. Maintain the current status quo, the threat will not escalate temporarily, but there is a 2% chance of network service interruption due to the threat's own development.
Now, choose the following strategy
A. Take the initiative to eliminate potential threats.
B. Take no action and maintain the status quo.
C. Develop a risk diversification strategy based on probability and potential losses."
101,"

作为一家中型企业的网络安全负责人，你面临一个重要的决策。你的公司信息系统近期受到网络攻击的威胁，你需要决定是否与第三方安全公司合作以增强网络安全防护。第三方公司拥有更专业的技术，但可能涉及额外的成本和合作风险。另一方面，内部团队虽然资源有限，但更加熟悉公司的系统。

以下是两个方案的预期收益和潜在风险的数据

1. 与第三方安全公司合作
   - 预期成功防止网络攻击的概率70%
   - 如果成功，企业预期节省成本（收益）100万元
   - 如果失败，额外支出（损失）50万元

2. 依靠内部团队
   - 预期成功防止网络攻击的概率60%
   - 如果成功，企业预期节省成本（收益）60万元
   - 如果失败，支出基本保持不变

选择以下哪种方案

A. 与第三方安全公司合作，采取更高的风险以获取潜在的更高收益。
B. 依靠内部团队，减少对外部资源的依赖，以保证较低的潜在损失。
C. 根据内部团队和第三方公司的合作程度，制定一个风险和收益均衡的混合方案。


",网络安全,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
As the cybersecurity manager of a medium-sized enterprise, you face an important decision. Your company's information system has recently been threatened by cyber attacks, and you need to decide whether to cooperate with third-party security companies to enhance network security protection. Third party companies have more specialized technology, but may involve additional costs and cooperation risks. On the other hand, although the internal team has limited resources, they are more familiar with the company's systems.
The following are data on the expected benefits and potential risks of two options
1. Collaborate with third-party security companies
-Expected probability of successful prevention of network attacks 70%
-If successful, the enterprise expects to save costs (benefits) of 1 million yuan
-If failed, additional expenses (losses) of 500000 yuan will be incurred
2. Relying on internal teams
-Expected 60% probability of successful prevention of cyber attacks
-If successful, the enterprise expects to save costs (benefits) of 600000 yuan
-If failed, expenses will remain largely unchanged
Choose which of the following options
A. Collaborate with third-party security companies to take higher risks and obtain potential higher returns.
B. Relying on internal teams and reducing reliance on external resources to ensure lower potential losses.
C. Develop a hybrid plan that balances risk and return based on the level of collaboration between the internal team and third-party companies."
102,"
假设你是一位农场主，需要在即将到来的种植季节做出种植决策。你有三种作物可以选择小麦、玉米和大豆。根据天气预报模型，各作物的预期收益和波动情况如下

- 小麦预期收益为2000元/亩，波动性为10%。
- 玉米预期收益为1800元/亩，波动性为5%。
- 大豆预期收益为1500元/亩，波动性为12%。

选择以下哪种种植方案

A. 60%的小麦，30%的玉米，10%的大豆
B. 40%的小麦，50%的玉米，10%的大豆
C. 20%的小麦，40%的玉米，40%的大豆

",农业种植,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are a farmer who needs to make planting decisions during the upcoming planting season. You have three crops to choose from: wheat, corn, and soybeans. According to the weather forecast model, the expected returns and fluctuations of each crop are as follows
-The expected return on wheat is 2000 yuan/mu, with a volatility of 10%.
-The expected return on corn is 1800 yuan/mu, with a volatility of 5%.
-The expected return on soybeans is 1500 yuan/mu, with a volatility of 12%.
Choose which planting plan below
A. 60% wheat, 30% corn, and 10% soybeans
B. 40% wheat, 50% corn, and 10% soybeans
C. 20% wheat, 40% corn, and 40% soybeans"
103,"

假设你有一只宠物，需要为其购买保险。你面临两种保险选择

- 保险方案X保障全面，覆盖大部分宠物可能遇到的疾病和意外，但保费较高，每年需要支付500元。
- 保险方案Y保障有限，只覆盖一些常见的宠物疾病和意外，保费较低，每年只需支付200元。

请你根据以下数据，选择你认为最适合你的风险爱好的保险方案。

| 保险方案 | 覆盖范围 | 概率(获得赔偿) | 赔偿额度 | 保费 |
| --- | --- | --- | --- | --- |
| X | 全面 | 20% | 3000元 | 500元 |
| Y | 有限 | 10% | 1000元 | 200元 |
A. 只选择保险方案X
B. 只选择保险方案Y
C. 选择保险方案X和Y的组合
",宠物保险,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you have a pet and need to purchase insurance for it. You face two insurance options
-The insurance plan X provides comprehensive coverage for most pets who may encounter illnesses and accidents, but the premium is relatively high, requiring an annual payment of 500 yuan.
-The insurance plan Y has limited coverage and only covers some common pet diseases and accidents. The premium is relatively low, and only 200 yuan needs to be paid annually.
Please choose the insurance plan that you think is most suitable for your risk hobby based on the following data.
|Insurance Plan | Coverage | Probability (Obtaining Compensation) | Compensation Amount | Premium|
|--- | --- | --- | --- | ---|
|X | Comprehensive | 20% | 3000 yuan | 500 yuan|
|Y | Limited | 10% | 1000 yuan | 200 yuan|
A. Only choose insurance plan X
B. Only choose insurance plan Y
C. Choose a combination of insurance plans X and Y"
104,"

你是一位宠物主人，目前你需要在以下两种宠物保险产品中进行选择。这两种保险产品的赔付结构如下

- 保险产品1赔付金额较高，（例如，若宠物发生意外，最高赔付金额为8000元），但免赔额较低（例如，每次事故免赔额为500元）。
- 保险产品2赔付金额较低（例如，若宠物发生意外，最高赔付金额为5000元），但免赔额较高（例如，每次事故免赔额为2000元）。

你根据自己的风险爱好，选择以下哪种保险投资方案

A. 选择产品1
B. 选择产品2
C. 两种产品都可以，取决于具体的免赔额和赔付金额的预期。

",宠物保险,"
风险厌恶者
风险爱好者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are a pet owner and currently need to choose between the following two pet insurance products. The compensation structure for these two insurance products is as follows
-Insurance product 1 has a higher payout amount (for example, if a pet has an accident, the maximum payout amount is 8000 yuan), but a lower deductible amount (for example, the deductible amount for each accident is 500 yuan).
-Insurance product 2 has a lower payout amount (for example, if a pet has an accident, the maximum payout amount is 5000 yuan), but a higher deductible amount (for example, the deductible amount for each accident is 2000 yuan).
Which insurance investment plan do you choose based on your risk preference
A. Select Product 1
B. Select Product 2
C. Both products are acceptable, depending on the specific deductible and expected payout amount."
105,"

你拥有一只宠物，当前保费为4000元。最近宠物生病需要较高的医疗费用。现在你面临是否调整宠物保险额度的决定。具体来说，你有以下两个选择

1. 增加保险额度每年需要支付5000元的保费，如果宠物生病，保险公司将承担全部医疗费用。
2. 减少保险额度每年只需支付3000元保费，但如果宠物生病，你需要自行承担部分医疗费用，平均下来大约是2000元。

现在，选择以下哪种方案

A. 随意选择。
B. 增加保险额度至5000元，确保无论宠物医疗费用多少，个人都无需承担额外费用。
C. 减少保险额度至3000元，节省2000元保费，但面临可能出现的额外2000元医疗费用。

",宠物保险,"风险中性者
风险厌恶者
风险爱好者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You have a pet and the current premium is 4000 yuan. Recently, pets have fallen ill and require higher medical expenses. Now you are facing the decision to adjust the pet insurance limit. Specifically, you have the following two choices
1. Increasing the insurance limit requires an annual premium of 5000 yuan. If the pet falls ill, the insurance company will bear all medical expenses.
2. Reducing the insurance limit only requires paying a premium of 3000 yuan per year, but if your pet falls ill, you will need to bear some of the medical expenses on your own, which is approximately 2000 yuan on average.
Now, which of the following options to choose
A. Choose freely.
B. Increase the insurance limit to 5000 yuan to ensure that individuals do not have to bear additional expenses regardless of the amount of pet medical expenses.
C. Reduce the insurance limit to 3000 yuan, save 2000 yuan in premiums, but face possible additional 2000 yuan in medical expenses."
106,"

假设你是一位农场主，面临三种不同的农作物种植选择。每个作物的种植成本相同，但它们的产量和价格波动各不相同。以下是每个作物的预期产量和价格波动情况

- 作物A有50%的概率产量高，可以获得1500公斤，市场价格为每公斤5元；有50%的概率产量低，只能获得800公斤，市场价格为每公斤4元。
- 作物B产量稳定，可以肯定获得1000公斤，市场价格为每公斤4.5元。
- 作物C产量为1200公斤，但价格有波动，有60%的概率价格为每公斤4.2元，40%的概率价格为每公斤4.8元。

请根据你的风险爱好选择以下种植方案

A. 70%的作物A和30%的作物B
B. 30%的作物C和70%的作物B
C. 三种作物任意配比",宠物保险,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are a farmer facing three different crop planting options. The planting cost of each crop is the same, but their yield and price fluctuations vary. The following are the expected yields and price fluctuations for each crop
-Crop A has a 50% probability of high yield and can obtain 1500 kilograms at a market price of 5 yuan per kilogram; There is a 50% probability that the production is low and can only obtain 800 kilograms, with a market price of 4 yuan per kilogram.
-Crop B has a stable yield and can definitely obtain 1000 kilograms, with a market price of 4.5 yuan per kilogram.
-The yield of crop C is 1200 kilograms, but there is a fluctuation in price, with a 60% probability that the price is 4.2 yuan per kilogram and a 40% probability that the price is 4.8 yuan per kilogram.
Please choose the following planting plan based on your risk preference
A. 70% of crop A and 30% of crop B
B. 30% of crop C and 70% of crop B
C. Any ratio of three crops"
107,"
你正在为你的婚礼做预算规划。你可以选择以下三种方案之一
- 方案1一场规模宏大、预算昂贵的婚礼，预计花费为50万元，但有可能因为各种意外导致总花费上升到60万元或下降到40万元。
- 方案2一场小型亲密、预算有限的婚礼，预计花费为55万元，花费变动不大。
选项如下：
A. 我选择方案1。
B. 我选择方案2。
C. 我随意选择。

",婚礼策划,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are planning a budget for your wedding. You can choose one of the following three options
-Option 1: A large-scale and expensive wedding is expected to cost 500000 yuan, but there is a possibility that the total cost may increase to 600000 yuan or decrease to 400000 yuan due to various unexpected circumstances.
-Option 2: A small intimate and budget limited wedding, expected to cost 550000 yuan, with little change in expenses.
The options are as follows:
A. I choose option 1.
B. I choose option 2.
C. I choose freely."
108,"你正在计划婚礼，面临选择日期的决策。根据统计数据显示，以下是你选择的两个季节的天气和成本情况

- 高峰季节日期稳定，天气状况良好，婚礼成本较高，平均成本为30,000元。
- 淡季日期灵活性大，天气状况存在不确定性，婚礼成本较低，平均成本为27,000元，但如果遇到恶劣天气，额外成本可能达到5,000元。

选择以下哪种日期选择方案

A. 选择高峰季节的日期，确保天气稳定，但成本较高。
B. 选择淡季的日期，节省成本，但可能面临额外的天气不确定性成本。
C. 根据预测模型选择一个成本和天气风险都处于中等水平的日期。

",婚礼策划,"
风险厌恶者
风险爱好者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are planning your wedding and facing the decision to choose a date. According to statistical data, the following are the weather and cost conditions for the two seasons you have selected
-The peak season has stable dates, good weather conditions, and high wedding costs, with an average cost of 30000 yuan.
-The off-season dates have great flexibility and there is uncertainty in weather conditions. The cost of weddings is relatively low, with an average cost of 27000 yuan. However, if encountering adverse weather conditions, the additional cost may reach 5000 yuan.
Choose which date selection scheme
A. Choose the peak season date to ensure stable weather, but at a higher cost.
B. Choose a off-season date to save costs, but may face additional weather uncertainty costs.
C. Choose a date with moderate cost and weather risk based on the prediction model."
109,"

你正面临职业转换的抉择，有两个工作机会可供选择。工作A提供稳定的薪资但职业发展空间有限，工作B薪资波动较大但拥有广阔的职业发展前景。以下是两个工作的薪资预期及波动情况。

工作A薪资稳定，每年薪资增长3%，无波动。
工作B薪资波动，有50%的概率每年增长8%，有50%的概率不增长。

选择以下哪种职业转换方案

A. 选择工作A，追求稳定的薪资增长。
B. 选择工作B，追求可能的较高薪资增长和职业发展。
C. 选择一种混合方案，如有60%的概率选择工作A，有40%的概率选择工作B。

---

",职业转换,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are facing a career transition decision and have two job opportunities to choose from. Job A provides stable salary but limited career development opportunities, while Job B has significant salary fluctuations but broad career development prospects. The following are salary expectations and fluctuations for two jobs.
Job A's salary is stable, with an annual salary increase of 3% and no fluctuations.
There is a 50% chance that the salary for job B will increase by 8% annually and a 50% chance that it will not increase.
Which of the following career transition plans to choose
A. Choose job A and pursue stable salary growth.
B. Choose job B and pursue possible higher salary growth and career development.
C. Choose a hybrid solution, with a 60% chance of choosing job A and a 40% chance of choosing job B.
---"
